id,Вид услуги,Категория услуги,isFree
379115_101hotels,Конные экскурсии,Экскурсии,0.0
379115_101hotels,Дезинфекция,Профилактика covid-19,0.0
379115_101hotels,Курение запрещено,Правила проживания,0.0
379115_101hotels,Меры против covid-19,Профилактика covid-19,0.0
379115_101hotels,Места для курения,Инфраструктура,0.0
379115_101hotels,Безналичная оплата,Профилактика covid-19,0.0
379115_101hotels,Отопление,Удобства в номерах,0.0
379115_101hotels,Первая береговая линия,Инфраструктура,0.0
379115_101hotels,Пешие экскурсии,Экскурсии,0.0
379115_101hotels,Рыбалка,Охота и рыбалка,0.0
379115_101hotels,Терраса,Спа и отдых,0.0
379115_101hotels,Услуги трансфера,Услуги трансфера,-1.0
379115_101hotels,Автопарковка,Парковка,0.0
379115_101hotels,Спа услуги,Спа и отдых,0.0
383193_101hotels,"Интернет, wi-fi",Интернет,0.0
383193_101hotels,Доставка еды,Питание,0.0
383193_101hotels,В лесу,Вид,0.0
383193_101hotels,Услуги трансфера,Услуги трансфера,-1.0
383193_101hotels,Автопарковка,Парковка,0.0
383193_101hotels,Размещение с домашними животными,Правила проживания,0.0
388172_101hotels,"Интернет, wi-fi",Интернет,0.0
388172_101hotels,Антисептик,Профилактика covid-19,0.0
388172_101hotels,Услуги мангальной зоны,Инфраструктура,0.0
388172_101hotels,Меры против covid-19,Профилактика covid-19,0.0
388172_101hotels,Экскурсия на велосипедах,Экскурсии,0.0
388172_101hotels,Прокат велосипеда,Услуги проката,0.0
388172_101hotels,Конные экскурсии,Экскурсии,0.0
388172_101hotels,Выставка,Развлечения и спорт,0.0
388172_101hotels,Дезинфекция,Профилактика covid-19,0.0
388172_101hotels,Медицинские услуги,Медицинские услуги,0.0
388172_101hotels,,,0.0
388172_101hotels,Стойка регистрации,Правила проживания,0.0
388172_101hotels,Массаж,Спа и отдых,0.0
388172_101hotels,Места для курения,Инфраструктура,0.0
388172_101hotels,Рыбалка,Охота и рыбалка,0.0
388172_101hotels,Настольные игры,Развлечения и спорт,0.0
388172_101hotels,Номера для некурящих,Правила проживания,0.0
388172_101hotels,Номера для некурящих,Удобства в номерах,0.0
388172_101hotels,Отопление,Удобства в номерах,0.0
388172_101hotels,Пешие экскурсии,Экскурсии,0.0
388172_101hotels,Аптечка,Медицинские услуги,0.0
388172_101hotels,Сад,Инфраструктура,0.0
388172_101hotels,Для детей,Удобства для детей,0.0
388172_101hotels,Обслуживание номеров,Бытовые услуги,0.0
388172_101hotels,Услуги трансфера,Услуги трансфера,-1.0
388172_101hotels,Услуги консьержа,Бытовые услуги,0.0
388172_101hotels,Экскурсии на исторический объект,Экскурсии,0.0
388172_101hotels,Экскурсии,Экскурсии,0.0
388172_101hotels,Автопарковка,Парковка,0.0
388172_101hotels,Детская игровая площадка,Развлечения для детей,0.0
388172_101hotels,Детское меню,Питание,0.0
388172_101hotels,Детское меню,Удобства для детей,0.0
388172_101hotels,Спа услуги,Спа и отдых,0.0
404844_101hotels,"Интернет, wi-fi",Интернет,0.0
404844_101hotels,Услуги мангальной зоны,Инфраструктура,0.0
404844_101hotels,Доставка еды,Питание,0.0
404844_101hotels,Камера хранения,Инфраструктура,0.0
404844_101hotels,Курение запрещено,Правила проживания,0.0
404844_101hotels,Номера для некурящих,Правила проживания,0.0
404844_101hotels,Номера для некурящих,Удобства в номерах,0.0
404844_101hotels,Первая береговая линия,Инфраструктура,0.0
404844_101hotels,Пешие экскурсии,Экскурсии,0.0
404844_101hotels,Рыбалка,Охота и рыбалка,0.0
404844_101hotels,Для детей,Удобства для детей,0.0
404844_101hotels,Услуги трансфера,Услуги трансфера,-1.0
404844_101hotels,Автопарковка,Парковка,0.0
404844_101hotels,Размещение с домашними животными,Правила проживания,0.0
404844_101hotels,Спа услуги,Спа и отдых,0.0
422975_101hotels,"Интернет, wi-fi",Интернет,0.0
422975_101hotels,Услуги мангальной зоны,Инфраструктура,0.0
422975_101hotels,Меры против covid-19,Профилактика covid-19,0.0
422975_101hotels,Конные экскурсии,Экскурсии,0.0
422975_101hotels,Видеонаблюдение,Безопасность,0.0
422975_101hotels,Датчики дыма,Безопасность,0.0
422975_101hotels,Дезинфекция,Профилактика covid-19,0.0
422975_101hotels,Места для курения,Инфраструктура,0.0
422975_101hotels,Номера для некурящих,Правила проживания,0.0
422975_101hotels,Номера для некурящих,Удобства в номерах,0.0
422975_101hotels,Отопление,Удобства в номерах,0.0
422975_101hotels,Первая береговая линия,Инфраструктура,0.0
422975_101hotels,Аптечка,Медицинские услуги,0.0
422975_101hotels,Рыбалка,Охота и рыбалка,0.0
422975_101hotels,Для детей,Удобства для детей,0.0
422975_101hotels,Безопасность,Безопасность,0.0
422975_101hotels,Услуги трансфера,Услуги трансфера,-1.0
422975_101hotels,Экскурсия на исторический объект,Экскурсии,0.0
422975_101hotels,Автопарковка,Парковка,0.0
422975_101hotels,Детская игровая площадка,Развлечения для детей,0.0
422977_101hotels,"Интернет, wi-fi",Интернет,0.0
422977_101hotels,Услуги мангальной зоны,Инфраструктура,0.0
422977_101hotels,Конные экскурсии,Экскурсии,0.0
422977_101hotels,Массаж,Спа и отдых,0.0
422977_101hotels,Общая кухня,Питание,0.0
422977_101hotels,Прачечные услуги,Бытовые услуги,0.0
422977_101hotels,Гладильные услуги,Бытовые услуги,0.0
422977_101hotels,Для детей,Удобства для детей,0.0
422977_101hotels,Терраса,Спа и отдых,0.0
422977_101hotels,Услуги трансфера,Услуги трансфера,-1.0
422977_101hotels,Экскурсии на исторический объект,Экскурсии,0.0
422977_101hotels,Автопарковка,Парковка,0.0
422977_101hotels,Прокат велосипеда,Услуги проката,0.0
422976_101hotels,"Интернет, wi-fi",Интернет,0.0
422976_101hotels,Услуги мангальной зоны,Инфраструктура,0.0
422976_101hotels,Видеонаблюдение,Безопасность,0.0
422976_101hotels,Датчики дыма,Безопасность,0.0
422976_101hotels,Дезинфекция,Профилактика covid-19,0.0
422976_101hotels,,,0.0
422976_101hotels,Меры против covid-19,Профилактика covid-19,0.0
422976_101hotels,Места для курения,Инфраструктура,0.0
422976_101hotels,Номера для некурящих,Правила проживания,0.0
422976_101hotels,Номера для некурящих,Удобства в номерах,0.0
422976_101hotels,Общая кухня,Питание,0.0
422976_101hotels,Огнетушители,Безопасность,0.0
422976_101hotels,Первая береговая линия,Инфраструктура,0.0
422976_101hotels,Прачечные услуги,Бытовые услуги,0.0
422976_101hotels,Сад,Инфраструктура,0.0
422976_101hotels,Для детей,Удобства для детей,0.0
422976_101hotels,Терраса,Спа и отдых,0.0
422976_101hotels,Услуги трансфера,Услуги трансфера,-1.0
422976_101hotels,Ускоренная регистрация заезда и отъезда,Правила проживания,0.0
422976_101hotels,Экскурсии,Экскурсии,0.0
422976_101hotels,Автопарковка,Парковка,0.0
422976_101hotels,Размещение с домашними животными,Правила проживания,0.0
435313_101hotels,Вид на озеро,Вид,0.0
435313_101hotels,Датчики дыма,Безопасность,0.0
435313_101hotels,Курение запрещено,Правила проживания,0.0
435313_101hotels,Номера для некурящих,Правила проживания,0.0
435313_101hotels,Номера для некурящих,Удобства в номерах,0.0
435313_101hotels,Огнетушители,Безопасность,0.0
435313_101hotels,Прачечные услуги,Бытовые услуги,0.0
435313_101hotels,Услуги трансфера,Услуги трансфера,-1.0
435313_101hotels,Экскурсии,Экскурсии,0.0
435313_101hotels,Автопарковка,Парковка,0.0
435313_101hotels,Детское меню,Питание,0.0
435313_101hotels,Детское меню,Удобства для детей,0.0
481662_101hotels,Общая кухня,Питание,0.0
481662_101hotels,Пешие экскурсии,Экскурсии,0.0
481662_101hotels,Места отдыха,Инфраструктура,0.0
481662_101hotels,Услуги трансфера,Услуги трансфера,-1.0
481662_101hotels,Экскурсии,Экскурсии,0.0
481662_101hotels,Автопарковка,Парковка,0.0
481662_101hotels,Детская игровая площадка,Развлечения для детей,0.0
481662_101hotels,Спа услуги,Спа и отдых,0.0
484661_101hotels,Услуги библиотеки,Инфраструктура,0.0
484661_101hotels,,,0.0
484661_101hotels,Номера для некурящих,Правила проживания,0.0
484661_101hotels,Номера для некурящих,Удобства в номерах,0.0
484661_101hotels,Общая кухня,Питание,0.0
484661_101hotels,Отопление,Удобства в номерах,0.0
484661_101hotels,Сад,Инфраструктура,0.0
484661_101hotels,Для детей,Удобства для детей,0.0
484661_101hotels,Терраса,Спа и отдых,0.0
484661_101hotels,Автопарковка,Парковка,0.0
485014_101hotels,"Интернет, wi-fi",Интернет,0.0
485014_101hotels,Ресторан,Питание,0.0
485014_101hotels,Бар,Питание,0.0
485014_101hotels,Номера для некурящих,Правила проживания,0.0
485014_101hotels,Номера для некурящих,Удобства в номерах,0.0
485014_101hotels,Первая береговая линия,Инфраструктура,0.0
485014_101hotels,Сад,Инфраструктура,0.0
485014_101hotels,Для детей,Удобства для детей,0.0
485014_101hotels,Терраса,Спа и отдых,0.0
485014_101hotels,Услуги трансфера,Услуги трансфера,-1.0
485014_101hotels,Автопарковка,Парковка,0.0
485014_101hotels,Детская игровая площадка,Развлечения для детей,0.0
485014_101hotels,Размещение с домашними животными,Правила проживания,0.0
485014_101hotels,Пляж,Инфраструктура,0.0
489484_101hotels,"Интернет, wi-fi",Интернет,0.0
489484_101hotels,Услуги мангальной зоны,Инфраструктура,0.0
489484_101hotels,Прокат велосипеда,Услуги проката,0.0
489484_101hotels,,,0.0
489484_101hotels,Места для курения,Инфраструктура,0.0
489484_101hotels,Номера для некурящих,Правила проживания,0.0
489484_101hotels,Номера для некурящих,Удобства в номерах,0.0
489484_101hotels,Общая кухня,Питание,0.0
489484_101hotels,Отопление,Удобства в номерах,0.0
489484_101hotels,Пешие экскурсии,Экскурсии,0.0
489484_101hotels,Для детей,Удобства для детей,0.0
489484_101hotels,Ускоренная регистрация заезда и отъезда,Правила проживания,0.0
489484_101hotels,Автопарковка,Парковка,0.0
489484_101hotels,Размещение с домашними животными,Правила проживания,0.0
489826_101hotels,,,0.0
489826_101hotels,Стойка регистрации,Правила проживания,0.0
489826_101hotels,Номера для некурящих,Правила проживания,0.0
489826_101hotels,Номера для некурящих,Удобства в номерах,0.0
489826_101hotels,Общая кухня,Питание,0.0
489826_101hotels,Банные услуги,Спа и отдых,0.0
489826_101hotels,Прачечные услуги,Бытовые услуги,0.0
489826_101hotels,Гладильные услуги,Бытовые услуги,0.0
489826_101hotels,Терраса,Спа и отдых,0.0
489826_101hotels,Автопарковка,Парковка,0.0
489827_101hotels,Меры против covid-19,Профилактика covid-19,0.0
489827_101hotels,Кухонные принадлежности,Удобства в номерах,0.0
489827_101hotels,Уборка,Профилактика covid-19,0.0
489827_101hotels,Дезинфекция,Профилактика covid-19,0.0
489827_101hotels,Завтрак,Питание,0.0
489827_101hotels,Общая кухня,Питание,0.0
489827_101hotels,Безопасность,Безопасность,0.0
489827_101hotels,Обслуживание номеров,Бытовые услуги,0.0
489827_101hotels,Услуги трансфера,Услуги трансфера,-1.0
489827_101hotels,Экскурсии,Экскурсии,0.0
489827_101hotels,Экскурсия на исторический объект,Экскурсии,0.0
489827_101hotels,Размещение с домашними животными,Правила проживания,0.0
489827_101hotels,Спа услуги,Спа и отдых,0.0
489829_101hotels,"Интернет, wi-fi",Интернет,0.0
489829_101hotels,Услуги мангальной зоны,Инфраструктура,0.0
489829_101hotels,Услуги библиотеки,Инфраструктура,0.0
489829_101hotels,Конные экскурсии,Экскурсии,0.0
489829_101hotels,Продажа билетов,Услуги для иностранных граждан,0.0
489829_101hotels,,,0.0
489829_101hotels,Каноэ,Развлечения и спорт,0.0
489829_101hotels,Стойка регистрации,Правила проживания,0.0
489829_101hotels,Места для курения,Инфраструктура,0.0
489829_101hotels,Номера для некурящих,Правила проживания,0.0
489829_101hotels,Номера для некурящих,Удобства в номерах,0.0
489829_101hotels,Телевизор,Удобства в номерах,0.0
489829_101hotels,Лаундж,Инфраструктура,0.0
489829_101hotels,Отопление,Удобства в номерах,0.0
489829_101hotels,Пешие экскурсии,Экскурсии,0.0
489829_101hotels,Прачечные услуги,Бытовые услуги,0.0
489829_101hotels,Гладильные услуги,Бытовые услуги,0.0
489829_101hotels,Рыбалка,Охота и рыбалка,0.0
489829_101hotels,Сад,Инфраструктура,0.0
489829_101hotels,Диетическое меню,Питание,0.0
489829_101hotels,Терраса,Спа и отдых,0.0
489829_101hotels,Услуги трансфера,Услуги трансфера,-1.0
489829_101hotels,Ускоренная регистрация заезда и отъезда,Правила проживания,0.0
489829_101hotels,Факс,Услуги делового туризма,0.0
489829_101hotels,Экскурсии на исторический объект,Экскурсии,0.0
489829_101hotels,Автопарковка,Парковка,0.0
489829_101hotels,Экскурсии,Экскурсии,0.0
489829_101hotels,Прокат велосипеда,Услуги проката,0.0
489829_101hotels,Детское меню,Питание,0.0
489829_101hotels,Детское меню,Удобства для детей,0.0
489829_101hotels,Размещение с домашними животными,Правила проживания,0.0
489829_101hotels,Спа услуги,Спа и отдых,0.0
496515_101hotels,"Интернет, wi-fi",Интернет,0.0
496515_101hotels,Номера для некурящих,Правила проживания,0.0
496515_101hotels,Номера для некурящих,Удобства в номерах,0.0
496515_101hotels,Автопарковка,Парковка,0.0
496515_101hotels,Размещение с домашними животными,Правила проживания,0.0
496515_101hotels,Спа услуги,Спа и отдых,0.0
496516_101hotels,"Интернет, wi-fi",Интернет,0.0
496516_101hotels,Услуги мангальной зоны,Инфраструктура,0.0
496516_101hotels,Услуги библиотеки,Инфраструктура,0.0
496516_101hotels,Экскурсия на велосипедах,Экскурсии,0.0
496516_101hotels,Конные экскурсии,Экскурсии,0.0
496516_101hotels,Выставка,Развлечения и спорт,0.0
496516_101hotels,Детские развлечения,Развлечения для детей,0.0
496516_101hotels,Доставка еды,Питание,0.0
496516_101hotels,Концертные программы,Развлекательные программы,0.0
496516_101hotels,Завтрак,Питание,0.0
496516_101hotels,Продажа билетов,Услуги для иностранных граждан,0.0
496516_101hotels,,,0.0
496516_101hotels,Караоке,Развлечения и спорт,0.0
496516_101hotels,Массаж,Спа и отдых,0.0
496516_101hotels,Настольные игры,Развлечения и спорт,0.0
496516_101hotels,Номера для некурящих,Правила проживания,0.0
496516_101hotels,Номера для некурящих,Удобства в номерах,0.0
496516_101hotels,Обмен валюты,Услуги для иностранных граждан,0.0
496516_101hotels,Общая кухня,Питание,0.0
496516_101hotels,Телевизор,Удобства в номерах,0.0
496516_101hotels,Лаундж,Инфраструктура,0.0
496516_101hotels,Отопление,Удобства в номерах,0.0
496516_101hotels,Пешие экскурсии,Экскурсии,0.0
496516_101hotels,Бар,Питание,0.0
496516_101hotels,Прачечные услуги,Бытовые услуги,0.0
496516_101hotels,Прокат автомобилей,Услуги проката,0.0
496516_101hotels,Рыбалка,Охота и рыбалка,0.0
496516_101hotels,Для детей,Удобства для детей,0.0
496516_101hotels,Диетическое меню,Питание,0.0
496516_101hotels,Терраса,Спа и отдых,0.0
496516_101hotels,Услуги трансфера,Услуги трансфера,-1.0
496516_101hotels,Ускоренная регистрация заезда и отъезда,Правила проживания,0.0
496516_101hotels,Экскурсии на исторический объект,Экскурсии,0.0
496516_101hotels,Экскурсии,Экскурсии,0.0
496516_101hotels,Экскурсия на исторический объект,Экскурсии,0.0
496516_101hotels,Автопарковка,Парковка,0.0
496516_101hotels,Детская игровая площадка,Развлечения для детей,0.0
496516_101hotels,Прокат велосипеда,Услуги проката,0.0
496516_101hotels,Магазин сувенирной продукции,Инфраструктура,0.0
496518_101hotels,"Интернет, wi-fi",Интернет,0.0
496518_101hotels,Номера для некурящих,Правила проживания,0.0
496518_101hotels,Номера для некурящих,Удобства в номерах,0.0
496518_101hotels,Для детей,Удобства для детей,0.0
496518_101hotels,Терраса,Спа и отдых,0.0
496518_101hotels,Автопарковка,Парковка,0.0
496518_101hotels,Размещение с домашними животными,Правила проживания,0.0
496518_101hotels,Спа услуги,Спа и отдых,0.0
496519_101hotels,"Интернет, wi-fi",Интернет,0.0
496519_101hotels,Курение запрещено,Правила проживания,0.0
496519_101hotels,Места для курения,Инфраструктура,0.0
496519_101hotels,Номера для некурящих,Правила проживания,0.0
496519_101hotels,Номера для некурящих,Удобства в номерах,0.0
496519_101hotels,Банные услуги,Спа и отдых,0.0
496519_101hotels,Отопление,Удобства в номерах,0.0
496519_101hotels,Первая береговая линия,Инфраструктура,0.0
496519_101hotels,Прачечные услуги,Бытовые услуги,0.0
496519_101hotels,Для детей,Удобства для детей,0.0
496519_101hotels,Диетическое меню,Питание,0.0
496519_101hotels,Услуги трансфера,Услуги трансфера,1.0
496519_101hotels,Услуги трансфера,Услуги трансфера,-1.0
496519_101hotels,Экскурсии на исторический объект,Экскурсии,0.0
496519_101hotels,Автопарковка,Парковка,0.0
496521_101hotels,Антисептик,Профилактика covid-19,0.0
496521_101hotels,Услуги мангальной зоны,Инфраструктура,0.0
496521_101hotels,Меры против covid-19,Профилактика covid-19,0.0
496521_101hotels,Конные экскурсии,Экскурсии,0.0
496521_101hotels,Уборка,Профилактика covid-19,0.0
496521_101hotels,Дезинфекция,Профилактика covid-19,0.0
496521_101hotels,Медицинские услуги,Медицинские услуги,0.0
496521_101hotels,Звукоизолированные номера,Удобства в номерах,0.0
496521_101hotels,,,0.0
496521_101hotels,Места для курения,Инфраструктура,0.0
496521_101hotels,Магазины,Инфраструктура,0.0
496521_101hotels,Номера для некурящих,Правила проживания,0.0
496521_101hotels,Номера для некурящих,Удобства в номерах,0.0
496521_101hotels,Общая кухня,Питание,0.0
496521_101hotels,Огнетушители,Безопасность,0.0
496521_101hotels,Отопление,Удобства в номерах,0.0
496521_101hotels,Первая береговая линия,Инфраструктура,0.0
496521_101hotels,Пешие экскурсии,Экскурсии,0.0
496521_101hotels,Аптечка,Медицинские услуги,0.0
496521_101hotels,Прачечные услуги,Бытовые услуги,0.0
496521_101hotels,Бесконтактный заезд и отъезд,Профилактика covid-19,0.0
496521_101hotels,Для детей,Удобства для детей,0.0
496521_101hotels,Безопасность,Безопасность,0.0
496521_101hotels,Обслуживание номеров,Бытовые услуги,0.0
496521_101hotels,Терраса,Спа и отдых,0.0
496521_101hotels,Услуги трансфера,Услуги трансфера,-1.0
496521_101hotels,Экскурсия на исторический объект,Экскурсии,0.0
496521_101hotels,Автопарковка,Парковка,0.0
496521_101hotels,Детская игровая площадка,Развлечения для детей,0.0
496522_101hotels,"Интернет, wi-fi",Интернет,0.0
496522_101hotels,Антисептик,Профилактика covid-19,0.0
496522_101hotels,Меры против covid-19,Профилактика covid-19,0.0
496522_101hotels,Конные экскурсии,Экскурсии,0.0
496522_101hotels,Кухонные принадлежности,Удобства в номерах,0.0
496522_101hotels,Уборка,Профилактика covid-19,0.0
496522_101hotels,Дезинфекция,Профилактика covid-19,0.0
496522_101hotels,Медицинские услуги,Медицинские услуги,0.0
496522_101hotels,Обслуживание номеров,Бытовые услуги,0.0
496522_101hotels,,,0.0
496522_101hotels,Места для курения,Инфраструктура,0.0
496522_101hotels,Номера для некурящих,Правила проживания,0.0
496522_101hotels,Номера для некурящих,Удобства в номерах,0.0
496522_101hotels,Огнетушители,Безопасность,0.0
496522_101hotels,Отопление,Удобства в номерах,0.0
496522_101hotels,Первая береговая линия,Инфраструктура,0.0
496522_101hotels,Аптечка,Медицинские услуги,0.0
496522_101hotels,Обслуживание номеров,Профилактика covid-19,0.0
496522_101hotels,Рыбалка,Охота и рыбалка,0.0
496522_101hotels,Безопасность,Безопасность,0.0
496522_101hotels,Терраса,Спа и отдых,0.0
496522_101hotels,Услуги трансфера,Услуги трансфера,-1.0
496522_101hotels,Ускоренная регистрация заезда и отъезда,Правила проживания,0.0
496522_101hotels,Автопарковка,Парковка,0.0
496522_101hotels,Размещение с домашними животными,Правила проживания,0.0
496523_101hotels,Антисептик,Профилактика covid-19,0.0
496523_101hotels,Услуги мангальной зоны,Инфраструктура,0.0
496523_101hotels,Меры против covid-19,Профилактика covid-19,0.0
496523_101hotels,Экскурсия на велосипедах,Экскурсии,0.0
496523_101hotels,Прокат велосипеда,Услуги проката,0.0
496523_101hotels,Конные экскурсии,Экскурсии,0.0
496523_101hotels,Обслуживание номеров,Профилактика covid-19,0.0
496523_101hotels,Кухонные принадлежности,Удобства в номерах,0.0
496523_101hotels,Уборка,Профилактика covid-19,0.0
496523_101hotels,Датчики дыма,Безопасность,0.0
496523_101hotels,Дезинфекция,Профилактика covid-19,0.0
496523_101hotels,Доставка еды,Питание,0.0
496523_101hotels,Доставка еды,Профилактика covid-19,0.0
496523_101hotels,Медицинские услуги,Медицинские услуги,0.0
496523_101hotels,Обслуживание номеров,Бытовые услуги,0.0
496523_101hotels,,,0.0
496523_101hotels,Камера хранения,Инфраструктура,0.0
496523_101hotels,Завтрак,Питание,0.0
496523_101hotels,Курение запрещено,Правила проживания,0.0
496523_101hotels,Массаж,Спа и отдых,0.0
496523_101hotels,Места для курения,Инфраструктура,0.0
496523_101hotels,Безналичная оплата,Профилактика covid-19,0.0
496523_101hotels,Номера для некурящих,Правила проживания,0.0
496523_101hotels,Номера для некурящих,Удобства в номерах,0.0
496523_101hotels,Общая кухня,Питание,0.0
496523_101hotels,Огнетушители,Безопасность,0.0
496523_101hotels,Отопление,Удобства в номерах,0.0
496523_101hotels,Пешие экскурсии,Экскурсии,0.0
496523_101hotels,Аптечка,Медицинские услуги,0.0
496523_101hotels,Прачечные услуги,Бытовые услуги,0.0
496523_101hotels,Бесконтактный заезд и отъезд,Профилактика covid-19,0.0
496523_101hotels,Рыбалка,Охота и рыбалка,0.0
496523_101hotels,Для детей,Удобства для детей,0.0
496523_101hotels,Безопасность,Безопасность,0.0
496523_101hotels,Терраса,Спа и отдых,0.0
496523_101hotels,Услуги трансфера,Услуги трансфера,-1.0
496523_101hotels,Ускоренная регистрация заезда и отъезда,Правила проживания,0.0
496523_101hotels,Экскурсии на исторический объект,Экскурсии,0.0
496523_101hotels,Экскурсии,Экскурсии,0.0
496523_101hotels,Экскурсия на исторический объект,Экскурсии,0.0
496523_101hotels,Спа услуги,Спа и отдых,0.0
496524_101hotels,"Интернет, wi-fi",Интернет,0.0
496524_101hotels,Услуги мангальной зоны,Инфраструктура,0.0
496524_101hotels,Беседка,Инфраструктура,0.0
496524_101hotels,Экскурсия на велосипедах,Экскурсии,0.0
496524_101hotels,Прокат велосипеда,Услуги проката,0.0
496524_101hotels,Конные экскурсии,Экскурсии,0.0
496524_101hotels,Дартс,Развлечения и спорт,0.0
496524_101hotels,Доставка еды,Питание,0.0
496524_101hotels,Завтрак,Питание,0.0
496524_101hotels,Продажа билетов,Услуги для иностранных граждан,0.0
496524_101hotels,Звукоизолированные номера,Удобства в номерах,0.0
496524_101hotels,,,0.0
496524_101hotels,Стойка регистрации,Правила проживания,0.0
496524_101hotels,Места для курения,Инфраструктура,0.0
496524_101hotels,Настольные игры,Развлечения и спорт,0.0
496524_101hotels,Номера для некурящих,Правила проживания,0.0
496524_101hotels,Номера для некурящих,Удобства в номерах,0.0
496524_101hotels,Отопление,Удобства в номерах,0.0
496524_101hotels,Пешие экскурсии,Экскурсии,0.0
496524_101hotels,Прачечные услуги,Бытовые услуги,0.0
496524_101hotels,Гладильные услуги,Бытовые услуги,0.0
496524_101hotels,Рыбалка,Охота и рыбалка,0.0
496524_101hotels,Для детей,Удобства для детей,0.0
496524_101hotels,Диетическое меню,Питание,0.0
496524_101hotels,Тематический ужин,Развлекательные программы,0.0
496524_101hotels,Терраса,Спа и отдых,0.0
496524_101hotels,Услуги трансфера,Услуги трансфера,-1.0
496524_101hotels,Питание,Питание,0.0
496524_101hotels,Ускоренная регистрация заезда и отъезда,Правила проживания,0.0
496524_101hotels,Автопарковка,Парковка,0.0
496524_101hotels,Экскурсии,Экскурсии,0.0
496524_101hotels,Экскурсия на исторический объект,Экскурсии,0.0
496524_101hotels,Детская игровая площадка,Развлечения для детей,0.0
496524_101hotels,Детское меню,Питание,0.0
496524_101hotels,Детское меню,Удобства для детей,0.0
496524_101hotels,Размещение с домашними животными,Правила проживания,0.0
496526_101hotels,"Интернет, wi-fi",Интернет,0.0
496526_101hotels,Услуги мангальной зоны,Инфраструктура,0.0
496526_101hotels,Конные экскурсии,Экскурсии,0.0
496526_101hotels,Продажа билетов,Услуги для иностранных граждан,0.0
496526_101hotels,Звукоизолированные номера,Удобства в номерах,0.0
496526_101hotels,Курение запрещено,Правила проживания,0.0
496526_101hotels,Номера для некурящих,Правила проживания,0.0
496526_101hotels,Номера для некурящих,Удобства в номерах,0.0
496526_101hotels,Общая кухня,Питание,0.0
496526_101hotels,Банные услуги,Спа и отдых,0.0
496526_101hotels,Отопление,Удобства в номерах,0.0
496526_101hotels,Первая береговая линия,Инфраструктура,0.0
496526_101hotels,Для детей,Удобства для детей,0.0
496526_101hotels,Автопарковка,Парковка,0.0
496526_101hotels,Экскурсии,Экскурсии,0.0
496526_101hotels,Детская игровая площадка,Развлечения для детей,0.0
496526_101hotels,Магазин сувенирной продукции,Инфраструктура,0.0
496527_101hotels,"Интернет, wi-fi",Интернет,0.0
496527_101hotels,Ресторан,Питание,0.0
496527_101hotels,Бар,Питание,0.0
496527_101hotels,Прокат велосипеда,Услуги проката,0.0
496527_101hotels,Обслуживание номеров,Бытовые услуги,0.0
496527_101hotels,Запирающиеся шкафчики,Безопасность,0.0
496527_101hotels,,,0.0
496527_101hotels,Магазины,Инфраструктура,0.0
496527_101hotels,Места для курения,Инфраструктура,0.0
496527_101hotels,Настольные игры,Развлечения и спорт,0.0
496527_101hotels,Номера для некурящих,Правила проживания,0.0
496527_101hotels,Номера для некурящих,Удобства в номерах,0.0
496527_101hotels,Терраса,Спа и отдых,0.0
496527_101hotels,Услуги трансфера,Услуги трансфера,-1.0
496527_101hotels,Питание,Питание,0.0
496527_101hotels,Автопарковка,Парковка,0.0
496527_101hotels,Экскурсии,Экскурсии,0.0
496527_101hotels,Магазин сувенирной продукции,Инфраструктура,0.0
496529_101hotels,Антисептик,Профилактика covid-19,0.0
496529_101hotels,Услуги мангальной зоны,Инфраструктура,0.0
496529_101hotels,Меры против covid-19,Профилактика covid-19,0.0
496529_101hotels,Кухонные принадлежности,Удобства в номерах,0.0
496529_101hotels,Дезинфекция,Профилактика covid-19,0.0
496529_101hotels,Обслуживание номеров,Бытовые услуги,0.0
496529_101hotels,,,0.0
496529_101hotels,Места для курения,Инфраструктура,0.0
496529_101hotels,Безналичная оплата,Профилактика covid-19,0.0
496529_101hotels,Номера для некурящих,Правила проживания,0.0
496529_101hotels,Номера для некурящих,Удобства в номерах,0.0
496529_101hotels,Огнетушители,Безопасность,0.0
496529_101hotels,Отопление,Удобства в номерах,0.0
496529_101hotels,Пешие экскурсии,Экскурсии,0.0
496529_101hotels,Аптечка,Медицинские услуги,0.0
496529_101hotels,Обслуживание номеров,Профилактика covid-19,0.0
496529_101hotels,Бесконтактный заезд и отъезд,Профилактика covid-19,0.0
496529_101hotels,Сад,Инфраструктура,0.0
496529_101hotels,Для детей,Удобства для детей,0.0
496529_101hotels,Безопасность,Безопасность,0.0
496529_101hotels,Терраса,Спа и отдых,0.0
496529_101hotels,Услуги трансфера,Услуги трансфера,-1.0
496529_101hotels,Ускоренная регистрация заезда и отъезда,Правила проживания,0.0
496529_101hotels,Экскурсии,Экскурсии,0.0
496529_101hotels,Автопарковка,Парковка,0.0
496530_101hotels,Настольные игры,Развлечения и спорт,0.0
496530_101hotels,Первая береговая линия,Инфраструктура,0.0
496530_101hotels,Пешие экскурсии,Экскурсии,0.0
496530_101hotels,Терраса,Спа и отдых,0.0
496530_101hotels,Автопарковка,Парковка,0.0
496530_101hotels,Детская игровая площадка,Развлечения для детей,0.0
496530_101hotels,Размещение с домашними животными,Правила проживания,0.0
496531_101hotels,"Интернет, wi-fi",Интернет,0.0
496531_101hotels,Услуги мангальной зоны,Инфраструктура,0.0
