id,Вид услуги,Категория услуги,isFree
496528_101hotels,Антисептик,Профилактика covid-19,0.0
496528_101hotels,Услуги мангальной зоны,Инфраструктура,0.0
496528_101hotels,Беседка,Инфраструктура,0.0
496528_101hotels,Меры против covid-19,Профилактика covid-19,0.0
496528_101hotels,Экскурсия на велосипедах,Экскурсии,0.0
496528_101hotels,Прокат велосипеда,Услуги проката,0.0
496528_101hotels,Конные экскурсии,Экскурсии,0.0
496528_101hotels,Разрешено проведение мероприятий,Правила проживания,0.0
496528_101hotels,Вид на байкал,Вид,0.0
496528_101hotels,Видеонаблюдение,Безопасность,0.0
496528_101hotels,Водонагреватель,Удобства в номерах,0.0
496528_101hotels,Кухонные принадлежности,Удобства в номерах,0.0
496528_101hotels,Уборка,Профилактика covid-19,0.0
496528_101hotels,Датчики дыма,Безопасность,0.0
496528_101hotels,,,0.0
496528_101hotels,Дезинфекция,Профилактика covid-19,0.0
496528_101hotels,Медицинские услуги,Медицинские услуги,0.0
496528_101hotels,Обслуживание номеров,Бытовые услуги,0.0
496528_101hotels,Звукоизолированные номера,Удобства в номерах,0.0
496528_101hotels,Камера хранения,Инфраструктура,0.0
496528_101hotels,Качели,Развлечения и спорт,0.0
496528_101hotels,Охрана,Безопасность,0.0
496528_101hotels,Стойка регистрации,Правила проживания,0.0
496528_101hotels,Курение запрещено,Правила проживания,0.0
496528_101hotels,Места для курения,Инфраструктура,0.0
496528_101hotels,Микроволновая печь,Удобства в номерах,0.0
496528_101hotels,Безналичная оплата,Профилактика covid-19,0.0
496528_101hotels,Для детей,Удобства для детей,0.0
496528_101hotels,Концертные программы,Развлекательные программы,0.0
496528_101hotels,Номера для некурящих,Правила проживания,0.0
496528_101hotels,Номера для некурящих,Удобства в номерах,0.0
496528_101hotels,Огнетушители,Безопасность,0.0
496528_101hotels,Отопление,Удобства в номерах,0.0
496528_101hotels,Первая береговая линия,Инфраструктура,0.0
496528_101hotels,Пешие экскурсии,Экскурсии,0.0
496528_101hotels,Аптечка,Медицинские услуги,0.0
496528_101hotels,Прачечные услуги,Бытовые услуги,0.0
496528_101hotels,Гладильные услуги,Бытовые услуги,0.0
496528_101hotels,Бесконтактный заезд и отъезд,Профилактика covid-19,0.0
496528_101hotels,Прокат автомобилей,Услуги проката,0.0
496528_101hotels,Прямая трансляция спортивных мероприятий,Развлечения и спорт,0.0
496528_101hotels,Рыбалка,Охота и рыбалка,0.0
496528_101hotels,Безопасность,Безопасность,0.0
496528_101hotels,Терраса,Спа и отдых,0.0
496528_101hotels,Услуги трансфера,Услуги трансфера,-1.0
496528_101hotels,Ускоренная регистрация заезда и отъезда,Правила проживания,0.0
496528_101hotels,Факс,Услуги делового туризма,0.0
496528_101hotels,Экскурсии,Экскурсии,0.0
496528_101hotels,Чайный набор,Питание,0.0
496528_101hotels,Автопарковка,Парковка,0.0
496528_101hotels,Детская игровая площадка,Развлечения для детей,0.0
496528_101hotels,Аренда конференц-зала,,0.0
496528_101hotels,Бассейн детский,Развлечения для детей,0.0
496528_101hotels,Размещение с домашними животными,Правила проживания,0.0
496528_101hotels,Спа услуги,Спа и отдых,0.0
496528_101hotels,Холодильник,Удобства в номерах,0.0
249578_101hotels,Антисептик,Профилактика covid-19,0.0
249578_101hotels,Ресторан,Питание,0.0
249578_101hotels,Бар,Питание,0.0
249578_101hotels,Услуги мангальной зоны,Инфраструктура,0.0
249578_101hotels,Меры против covid-19,Профилактика covid-19,0.0
249578_101hotels,Конные экскурсии,Экскурсии,0.0
249578_101hotels,Видеонаблюдение,Безопасность,0.0
249578_101hotels,Кухонные принадлежности,Удобства в номерах,0.0
249578_101hotels,Уборка,Профилактика covid-19,0.0
249578_101hotels,Датчики дыма,Безопасность,0.0
249578_101hotels,Дезинфекция,Профилактика covid-19,0.0
249578_101hotels,Медицинские услуги,Медицинские услуги,0.0
249578_101hotels,Стойка регистрации,Правила проживания,0.0
249578_101hotels,Курение запрещено,Правила проживания,0.0
249578_101hotels,Места для курения,Инфраструктура,0.0
249578_101hotels,Безналичная оплата,Профилактика covid-19,0.0
249578_101hotels,Для детей,Удобства для детей,0.0
249578_101hotels,Номера для некурящих,Правила проживания,0.0
249578_101hotels,Номера для некурящих,Удобства в номерах,0.0
249578_101hotels,Огнетушители,Безопасность,0.0
249578_101hotels,Отопление,Удобства в номерах,0.0
249578_101hotels,Аптечка,Медицинские услуги,0.0
249578_101hotels,Прачечные услуги,Бытовые услуги,0.0
249578_101hotels,Рыбалка,Охота и рыбалка,0.0
249578_101hotels,Безопасность,Безопасность,0.0
249578_101hotels,Обслуживание номеров,Бытовые услуги,0.0
249578_101hotels,Услуги трансфера,Услуги трансфера,-1.0
249578_101hotels,Питание,Питание,0.0
249578_101hotels,Экскурсии,Экскурсии,0.0
249578_101hotels,Детская игровая площадка,Развлечения для детей,0.0
249578_101hotels,Размещение с домашними животными,Правила проживания,0.0
570584_101hotels,Банные услуги,Спа и отдых,0.0
570584_101hotels,Ресторан,Питание,0.0
570584_101hotels,Бар,Питание,0.0
570584_101hotels,Вид на байкал,Вид,0.0
570584_101hotels,Продажа билетов,Услуги для иностранных граждан,0.0
570584_101hotels,Курение запрещено,Правила проживания,0.0
570584_101hotels,Кухонные принадлежности,Удобства в номерах,0.0
570584_101hotels,Номера для некурящих,Правила проживания,0.0
570584_101hotels,Номера для некурящих,Удобства в номерах,0.0
570584_101hotels,Обеденный стол,Питание,0.0
570584_101hotels,Общая кухня,Питание,0.0
570584_101hotels,Огнетушители,Безопасность,0.0
570584_101hotels,Отопление,Удобства в номерах,0.0
570584_101hotels,Плита,Удобства в номерах,0.0
570584_101hotels,Для детей,Удобства для детей,0.0
570584_101hotels,Услуги трансфера,Услуги трансфера,-1.0
570584_101hotels,Чайный набор,Питание,0.0
570584_101hotels,Холодильник,Удобства в номерах,0.0
15210_101hotels,Банные услуги,Спа и отдых,0.0
15210_101hotels,Вид на байкал,Вид,0.0
15210_101hotels,Вызов такси,Услуги трансфера,0.0
15210_101hotels,Услуги мангальной зоны,Инфраструктура,0.0
15210_101hotels,Места для курения,Инфраструктура,0.0
15210_101hotels,Для детей,Удобства для детей,0.0
15210_101hotels,Рыбалка,Охота и рыбалка,0.0
15210_101hotels,Настольные игры,Развлечения и спорт,0.0
15210_101hotels,Номера для некурящих,Правила проживания,0.0
15210_101hotels,Номера для некурящих,Удобства в номерах,0.0
15210_101hotels,Отопление,Удобства в номерах,0.0
15210_101hotels,Услуги трансфера,Услуги трансфера,-1.0
15210_101hotels,Экскурсии,Экскурсии,0.0
15210_101hotels,Чайный набор,Питание,0.0
15210_101hotels,Автопарковка,Парковка,0.0
15210_101hotels,Прочие услуги,Удобства в номерах,0.0
15210_101hotels,Прокат велосипеда,Услуги проката,0.0
15210_101hotels,Магазин сувенирной продукции,Инфраструктура,0.0
458938_101hotels,"Интернет, wi-fi",Интернет,0.0
458938_101hotels,Ресторан,Питание,0.0
458938_101hotels,Бар,Питание,0.0
458938_101hotels,Меры против covid-19,Профилактика covid-19,0.0
458938_101hotels,Вид на байкал,Вид,0.0
458938_101hotels,Вид на озеро,Вид,0.0
458938_101hotels,Вид на сад,Вид,0.0
458938_101hotels,Видеонаблюдение,Безопасность,0.0
458938_101hotels,Датчики дыма,Безопасность,0.0
458938_101hotels,Обслуживание номеров,Бытовые услуги,0.0
458938_101hotels,,,0.0
458938_101hotels,Камин,Удобства в номерах,0.0
458938_101hotels,Завтрак,Питание,0.0
458938_101hotels,Охрана,Безопасность,0.0
458938_101hotels,Стойка регистрации,Правила проживания,0.0
458938_101hotels,Кулер,Удобства в номерах,0.0
458938_101hotels,Места для курения,Инфраструктура,0.0
458938_101hotels,Безналичная оплата,Профилактика covid-19,0.0
458938_101hotels,Номера для некурящих,Правила проживания,0.0
458938_101hotels,Номера для некурящих,Удобства в номерах,0.0
458938_101hotels,Огнетушители,Безопасность,0.0
458938_101hotels,Первая береговая линия,Инфраструктура,0.0
458938_101hotels,Будильник,Бытовые услуги,0.0
458938_101hotels,Предоставление швейных принадлежностей,Бытовые услуги,0.0
458938_101hotels,Места отдыха,Инфраструктура,0.0
458938_101hotels,Для детей,Удобства для детей,0.0
458938_101hotels,Безопасность,Безопасность,0.0
458938_101hotels,Стиральная машина,Удобства в номерах,0.0
458938_101hotels,Терраса,Спа и отдых,0.0
458938_101hotels,Факс,Услуги делового туризма,0.0
458938_101hotels,Экскурсии,Экскурсии,0.0
458938_101hotels,Автопарковка,Парковка,0.0
458938_101hotels,Аренда конференц-зала,,0.0
458938_101hotels,Магазин сувенирной продукции,Инфраструктура,0.0
654408_101hotels,"Интернет, wi-fi",Интернет,0.0
654408_101hotels,Банные услуги,Спа и отдых,0.0
654408_101hotels,Ресторан,Питание,0.0
654408_101hotels,Бар,Питание,0.0
654408_101hotels,Услуги мангальной зоны,Инфраструктура,0.0
654408_101hotels,Беседка,Инфраструктура,0.0
654408_101hotels,Залог,Правила проживания,0.0
654408_101hotels,Видеонаблюдение,Безопасность,0.0
654408_101hotels,Вызов такси,Услуги трансфера,0.0
654408_101hotels,Доставка еды,Питание,0.0
654408_101hotels,Обслуживание номеров,Бытовые услуги,0.0
654408_101hotels,Продажа билетов,Услуги для иностранных граждан,0.0
654408_101hotels,Завтрак,Питание,0.0
654408_101hotels,Места для курения,Инфраструктура,0.0
654408_101hotels,Для детей,Удобства для детей,0.0
654408_101hotels,Номера для некурящих,Правила проживания,0.0
654408_101hotels,Номера для некурящих,Удобства в номерах,0.0
654408_101hotels,Отопление,Удобства в номерах,0.0
654408_101hotels,Будильник,Бытовые услуги,0.0
654408_101hotels,Прачечные услуги,Бытовые услуги,0.0
654408_101hotels,Места отдыха,Инфраструктура,0.0
654408_101hotels,Ванна,Спа и отдых,0.0
654408_101hotels,Услуги трансфера,Услуги трансфера,-1.0
654408_101hotels,Питание,Питание,0.0
654408_101hotels,Экскурсии,Экскурсии,0.0
654408_101hotels,Автопарковка,Парковка,0.0
654408_101hotels,Детская игровая площадка,Развлечения для детей,0.0
654408_101hotels,Бассейн детский,Развлечения для детей,0.0
654408_101hotels,Фен,Удобства в номерах,0.0
15192_101hotels,,,0.0
15192_101hotels,"Интернет, wi-fi",Интернет,0.0
15192_101hotels,Банкетный зал,Развлекательные программы,0.0
15192_101hotels,Ресторан,Питание,0.0
15192_101hotels,Бар,Питание,0.0
15192_101hotels,Услуги мангальной зоны,Инфраструктура,0.0
15192_101hotels,Бассейн,Спа и отдых,0.0
15192_101hotels,Услуги библиотеки,Инфраструктура,0.0
15192_101hotels,Прокат велосипеда,Услуги проката,0.0
15192_101hotels,Конные экскурсии,Экскурсии,0.0
15192_101hotels,Вид на озеро,Вид,0.0
15192_101hotels,Видеонаблюдение,Безопасность,0.0
15192_101hotels,Волейбольная площадка,Развлечения и спорт,0.0
15192_101hotels,Кухонные принадлежности,Удобства в номерах,0.0
15192_101hotels,Вызов такси,Услуги трансфера,0.0
15192_101hotels,Меры против covid-19,Профилактика covid-19,0.0
15192_101hotels,Уборка,Профилактика covid-19,0.0
15192_101hotels,Датчики дыма,Безопасность,0.0
15192_101hotels,Дезинфекция,Профилактика covid-19,0.0
15192_101hotels,Обслуживание номеров,Бытовые услуги,0.0
15192_101hotels,Телевизор,Удобства в номерах,0.0
15192_101hotels,Запирающиеся шкафчики,Безопасность,0.0
15192_101hotels,Детская игровая площадка,Развлечения для детей,0.0
15192_101hotels,Игрушки для бассейна,Развлечения для детей,0.0
15192_101hotels,Камера хранения,Инфраструктура,0.0
15192_101hotels,Охрана,Безопасность,0.0
15192_101hotels,Стойка регистрации,Правила проживания,0.0
15192_101hotels,Магазины,Инфраструктура,0.0
15192_101hotels,Массаж,Спа и отдых,0.0
15192_101hotels,Места для курения,Инфраструктура,0.0
15192_101hotels,Безналичная оплата,Профилактика covid-19,0.0
15192_101hotels,Рыбалка,Охота и рыбалка,0.0
15192_101hotels,Настольные игры,Развлечения и спорт,0.0
15192_101hotels,Концертные программы,Развлекательные программы,0.0
15192_101hotels,Номера для некурящих,Правила проживания,0.0
15192_101hotels,Номера для некурящих,Удобства в номерах,0.0
15192_101hotels,Няня,Удобства для детей,0.0
15192_101hotels,Лаундж,Инфраструктура,0.0
15192_101hotels,В лесу,Вид,0.0
15192_101hotels,Огнетушители,Безопасность,0.0
15192_101hotels,Отопление,Удобства в номерах,0.0
15192_101hotels,Пешие экскурсии,Экскурсии,0.0
15192_101hotels,Будильник,Бытовые услуги,0.0
15192_101hotels,Удобства для пляжа,Удобства в номерах,0.0
15192_101hotels,Аптечка,Медицинские услуги,0.0
15192_101hotels,Прачечные услуги,Бытовые услуги,0.0
15192_101hotels,Гладильные услуги,Бытовые услуги,0.0
15192_101hotels,Предоставление швейных принадлежностей,Бытовые услуги,0.0
15192_101hotels,Услуги регистрации иностранных граждан,Услуги для иностранных граждан,0.0
15192_101hotels,Для детей,Удобства для детей,0.0
15192_101hotels,Безопасность,Безопасность,0.0
15192_101hotels,Телефон,Удобства в номерах,0.0
15192_101hotels,Терраса,Спа и отдых,0.0
15192_101hotels,Услуги трансфера,Услуги трансфера,-1.0
15192_101hotels,Питание,Питание,0.0
15192_101hotels,Услуги бизнес-центра,Услуги делового туризма,0.0
15192_101hotels,Услуги консьержа,Бытовые услуги,0.0
15192_101hotels,Факс,Услуги делового туризма,0.0
15192_101hotels,Экскурсии,Экскурсии,0.0
15192_101hotels,Экскурсия на исторический объект,Экскурсии,0.0
15192_101hotels,Автопарковка,Парковка,0.0
15192_101hotels,Аренда конференц-зала,,0.0
15192_101hotels,Сейф,Безопасность,0.0
15192_101hotels,Бассейн детский,Развлечения для детей,0.0
15192_101hotels,Детское меню,Питание,0.0
15192_101hotels,Детское меню,Удобства для детей,0.0
15192_101hotels,Магазин сувенирной продукции,Инфраструктура,0.0
15192_101hotels,Спа услуги,Спа и отдых,0.0
15192_101hotels,Фен,Удобства в номерах,0.0
227948_101hotels,"Интернет, wi-fi",Интернет,0.0
227948_101hotels,Антисептик,Профилактика covid-19,0.0
227948_101hotels,Прокат катера,Услуги проката,0.0
227948_101hotels,Прокат лодки,Услуги проката,0.0
227948_101hotels,Балкон,Удобства в номерах,0.0
227948_101hotels,Банные услуги,Спа и отдых,0.0
227948_101hotels,Ресторан,Питание,0.0
227948_101hotels,Бар,Питание,0.0
227948_101hotels,Меры против covid-19,Профилактика covid-19,0.0
227948_101hotels,Прокат велосипеда,Услуги проката,0.0
227948_101hotels,Конные экскурсии,Экскурсии,0.0
227948_101hotels,Вид на байкал,Вид,0.0
227948_101hotels,Вид на озеро,Вид,0.0
227948_101hotels,Вид на сад,Вид,0.0
227948_101hotels,Видеонаблюдение,Безопасность,0.0
227948_101hotels,Обслуживание номеров,Профилактика covid-19,0.0
227948_101hotels,Датчики дыма,Безопасность,0.0
227948_101hotels,,,0.0
227948_101hotels,Детские развлечения,Развлечения для детей,0.0
227948_101hotels,Доставка еды,Питание,0.0
227948_101hotels,Обслуживание номеров,Бытовые услуги,0.0
227948_101hotels,Завтрак,Питание,0.0
227948_101hotels,Конная экскурсия,Экскурсии,0.0
227948_101hotels,Купание в проруби,Развлечения и спорт,0.0
227948_101hotels,Массаж,Спа и отдых,0.0
227948_101hotels,Места для курения,Инфраструктура,0.0
227948_101hotels,Настольные игры,Развлечения и спорт,0.0
227948_101hotels,Номера для некурящих,Правила проживания,0.0
227948_101hotels,Номера для некурящих,Удобства в номерах,0.0
227948_101hotels,Телевизор,Удобства в номерах,0.0
227948_101hotels,Лаундж,Инфраструктура,0.0
227948_101hotels,Огнетушители,Безопасность,0.0
227948_101hotels,Отопление,Удобства в номерах,0.0
227948_101hotels,Охрана,Безопасность,0.0
227948_101hotels,Панорамный вид,Вид,0.0
227948_101hotels,Пешие экскурсии,Экскурсии,0.0
227948_101hotels,Прачечные услуги,Бытовые услуги,0.0
227948_101hotels,Гладильные услуги,Бытовые услуги,0.0
227948_101hotels,Прокат лошадей,Услуги проката,0.0
227948_101hotels,Услуги регистрации иностранных граждан,Услуги для иностранных граждан,0.0
227948_101hotels,Рыбалка,Охота и рыбалка,0.0
227948_101hotels,Сад,Инфраструктура,0.0
227948_101hotels,Для детей,Удобства для детей,0.0
227948_101hotels,Диетическое меню,Питание,0.0
227948_101hotels,Терраса,Спа и отдых,0.0
227948_101hotels,Услуги трансфера,Услуги трансфера,-1.0
227948_101hotels,Услуги трансфера,Услуги трансфера,0.0
227948_101hotels,Питание,Питание,0.0
227948_101hotels,Чайный набор,Питание,0.0
227948_101hotels,Экскурсии,Экскурсии,0.0
227948_101hotels,Экскурсия на исторический объект,Экскурсии,0.0
227948_101hotels,Автопарковка,Парковка,0.0
227948_101hotels,Детская игровая площадка,Развлечения для детей,0.0
227948_101hotels,Прочие услуги,Удобства в номерах,0.0
227948_101hotels,Магазин сувенирной продукции,Инфраструктура,0.0
227948_101hotels,Спа услуги,Спа и отдых,0.0
227948_101hotels,Фен,Удобства в номерах,0.0
227948_101hotels,Холодильник,Удобства в номерах,0.0
13175_101hotels,Банные услуги,Спа и отдых,0.0
13175_101hotels,Услуги мангальной зоны,Инфраструктура,0.0
13175_101hotels,Бассейн,Спа и отдых,0.0
13175_101hotels,Без залога,Правила проживания,0.0
13175_101hotels,Беседка,Инфраструктура,0.0
13175_101hotels,Прокат велосипеда,Услуги проката,0.0
13175_101hotels,Конные экскурсии,Экскурсии,0.0
13175_101hotels,Вид на байкал,Вид,0.0
13175_101hotels,Вид на горы,Вид,0.0
13175_101hotels,Вид на озеро,Вид,0.0
13175_101hotels,Видеонаблюдение,Безопасность,0.0
13175_101hotels,Датчики дыма,Безопасность,0.0
13175_101hotels,,,0.0
13175_101hotels,Детские развлечения,Развлечения для детей,0.0
13175_101hotels,Телевизор,Удобства в номерах,0.0
13175_101hotels,Детская игровая площадка,Развлечения для детей,0.0
13175_101hotels,Игрушки для бассейна,Развлечения для детей,0.0
13175_101hotels,Качели,Развлечения и спорт,0.0
13175_101hotels,Микроволновая печь,Удобства в номерах,0.0
13175_101hotels,Для детей,Удобства для детей,0.0
13175_101hotels,Кухонные принадлежности,Удобства в номерах,0.0
13175_101hotels,Настольные игры,Развлечения и спорт,0.0
13175_101hotels,Номера для некурящих,Правила проживания,0.0
13175_101hotels,Номера для некурящих,Удобства в номерах,0.0
13175_101hotels,Огнетушители,Безопасность,0.0
13175_101hotels,Первая береговая линия,Инфраструктура,0.0
13175_101hotels,Плита,Удобства в номерах,0.0
13175_101hotels,Прокат лодки,Услуги проката,0.0
13175_101hotels,Прокат лошадей,Услуги проката,0.0
13175_101hotels,Рыбалка,Охота и рыбалка,0.0
13175_101hotels,Ванна,Спа и отдых,0.0
13175_101hotels,Стиральная машина,Удобства в номерах,0.0
13175_101hotels,Терраса,Спа и отдых,0.0
13175_101hotels,Услуги трансфера,Услуги трансфера,-1.0
13175_101hotels,Экскурсия на исторический объект,Экскурсии,0.0
13175_101hotels,Чайный набор,Питание,0.0
13175_101hotels,Автопарковка,Парковка,0.0
13175_101hotels,Размещение с домашними животными,Правила проживания,0.0
13175_101hotels,Спа услуги,Спа и отдых,0.0
13175_101hotels,Фен,Удобства в номерах,0.0
13175_101hotels,Холодильник,Удобства в номерах,0.0
496517_101hotels,"Интернет, wi-fi",Интернет,0.0
496517_101hotels,Антисептик,Профилактика covid-19,0.0
496517_101hotels,Услуги мангальной зоны,Инфраструктура,0.0
496517_101hotels,Меры против covid-19,Профилактика covid-19,0.0
496517_101hotels,Прокат ватрушки,Услуги проката,0.0
496517_101hotels,Прокат велосипеда,Услуги проката,0.0
496517_101hotels,Конные экскурсии,Экскурсии,0.0
496517_101hotels,Вид на байкал,Вид,0.0
496517_101hotels,Видеонаблюдение,Безопасность,0.0
496517_101hotels,Прокат внедорожников,Услуги проката,0.0
496517_101hotels,Кухонные принадлежности,Удобства в номерах,0.0
496517_101hotels,Вызов такси,Услуги трансфера,0.0
496517_101hotels,Датчики дыма,Безопасность,0.0
496517_101hotels,Дезинфекция,Профилактика covid-19,0.0
496517_101hotels,Детская кроватка,Удобства для детей,0.0
496517_101hotels,Медицинские услуги,Медицинские услуги,0.0
496517_101hotels,Обслуживание номеров,Бытовые услуги,0.0
496517_101hotels,Телевизор,Удобства в номерах,0.0
496517_101hotels,Звукоизолированные номера,Удобства в номерах,0.0
496517_101hotels,Камера хранения,Инфраструктура,0.0
496517_101hotels,Завтрак,Питание,0.0
496517_101hotels,Курение запрещено,Правила проживания,0.0
496517_101hotels,Безналичная оплата,Профилактика covid-19,0.0
496517_101hotels,Для детей,Удобства для детей,0.0
496517_101hotels,Номера для некурящих,Правила проживания,0.0
496517_101hotels,Номера для некурящих,Удобства в номерах,0.0
496517_101hotels,Огнетушители,Безопасность,0.0
496517_101hotels,Отопление,Удобства в номерах,0.0
496517_101hotels,Пешие экскурсии,Экскурсии,0.0
496517_101hotels,Аптечка,Медицинские услуги,0.0
496517_101hotels,Прачечные услуги,Бытовые услуги,0.0
496517_101hotels,Гладильные услуги,Бытовые услуги,0.0
496517_101hotels,Прокат лошадей,Услуги проката,0.0
496517_101hotels,Услуги регистрации иностранных граждан,Услуги для иностранных граждан,0.0
496517_101hotels,Рыбалка,Охота и рыбалка,0.0
496517_101hotels,Безопасность,Безопасность,0.0
496517_101hotels,Ванна,Спа и отдых,0.0
496517_101hotels,Стульчик для кормления,Удобства для детей,0.0
496517_101hotels,Терраса,Спа и отдых,0.0
496517_101hotels,Услуги трансфера,Услуги трансфера,-1.0
496517_101hotels,Факс,Услуги делового туризма,0.0
496517_101hotels,Чайный набор,Питание,0.0
496517_101hotels,Экскурсии,Экскурсии,0.0
496517_101hotels,Автопарковка,Парковка,0.0
496517_101hotels,Детская игровая площадка,Развлечения для детей,0.0
496517_101hotels,Сейф,Безопасность,0.0
496517_101hotels,Бассейн детский,Развлечения для детей,0.0
496517_101hotels,Фен,Удобства в номерах,0.0
496517_101hotels,Холодильник,Удобства в номерах,0.0
650956_101hotels,"Интернет, wi-fi",Интернет,0.0
650956_101hotels,Разрешено проведение мероприятий,Правила проживания,0.0
650956_101hotels,Видеонаблюдение,Безопасность,0.0
650956_101hotels,Вызов такси,Услуги трансфера,0.0
650956_101hotels,Датчики дыма,Безопасность,0.0
650956_101hotels,Детская кроватка,Удобства для детей,0.0
650956_101hotels,,,0.0
650956_101hotels,Камера хранения,Инфраструктура,0.0
650956_101hotels,Завтрак,Питание,0.0
650956_101hotels,Стойка регистрации,Правила проживания,0.0
650956_101hotels,Места для курения,Инфраструктура,0.0
650956_101hotels,Для детей,Удобства для детей,0.0
650956_101hotels,Огнетушители,Безопасность,0.0
650956_101hotels,Будильник,Бытовые услуги,0.0
650956_101hotels,Поздняя регистрация выезда,Правила проживания,0.0
650956_101hotels,Прачечные услуги,Бытовые услуги,0.0
650956_101hotels,Ранняя регистрация заезда,Правила проживания,0.0
650956_101hotels,Услуги регистрации иностранных граждан,Услуги для иностранных граждан,0.0
650956_101hotels,Автопарковка,Парковка,0.0
650956_101hotels,Размещение с домашними животными,Правила проживания,0.0
650956_101hotels,Холодильник,Удобства в номерах,0.0
559425_101hotels,"Интернет, wi-fi",Интернет,0.0
559425_101hotels,Балкон,Удобства в номерах,0.0
559425_101hotels,Ресторан,Питание,0.0
559425_101hotels,Бар,Питание,0.0
559425_101hotels,Услуги мангальной зоны,Инфраструктура,0.0
559425_101hotels,Прокат велосипеда,Услуги проката,0.0
559425_101hotels,Разрешено проведение мероприятий,Правила проживания,0.0
559425_101hotels,Вид на байкал,Вид,0.0
559425_101hotels,Вид на горы,Вид,0.0
559425_101hotels,Вид на озеро,Вид,0.0
559425_101hotels,Видеонаблюдение,Безопасность,0.0
559425_101hotels,Водонагреватель,Удобства в номерах,0.0
559425_101hotels,Уборка,Профилактика covid-19,0.0
559425_101hotels,Датчики дыма,Безопасность,0.0
559425_101hotels,,,0.0
559425_101hotels,Детские развлечения,Развлечения для детей,0.0
559425_101hotels,Доставка еды,Питание,0.0
559425_101hotels,Обслуживание номеров,Бытовые услуги,0.0
559425_101hotels,Запирающиеся шкафчики,Безопасность,0.0
559425_101hotels,Камин,Удобства в номерах,0.0
559425_101hotels,Качели,Развлечения и спорт,0.0
559425_101hotels,Охрана,Безопасность,0.0
559425_101hotels,Кулер,Удобства в номерах,0.0
559425_101hotels,Места для курения,Инфраструктура,0.0
559425_101hotels,Гольф,Развлечения и спорт,0.0
559425_101hotels,Безналичная оплата,Профилактика covid-19,0.0
559425_101hotels,Для детей,Удобства для детей,0.0
559425_101hotels,Настольные игры,Развлечения и спорт,0.0
559425_101hotels,Номера для некурящих,Правила проживания,0.0
559425_101hotels,Номера для некурящих,Удобства в номерах,0.0
559425_101hotels,Телевизор,Удобства в номерах,0.0
559425_101hotels,Лаундж,Инфраструктура,0.0
559425_101hotels,В горах,Вид,0.0
559425_101hotels,В лесу,Вид,0.0
559425_101hotels,Огнетушители,Безопасность,0.0
559425_101hotels,Отопление,Удобства в номерах,0.0
559425_101hotels,Панорамный вид,Вид,0.0
559425_101hotels,Прямая трансляция спортивных мероприятий,Развлечения и спорт,0.0
559425_101hotels,Места отдыха,Инфраструктура,0.0
559425_101hotels,Безопасность,Безопасность,0.0
559425_101hotels,Диетическое меню,Питание,0.0
559425_101hotels,Терраса,Спа и отдых,0.0
559425_101hotels,Ускоренная регистрация заезда и отъезда,Правила проживания,0.0
559425_101hotels,Факс,Услуги делового туризма,0.0
559425_101hotels,Чайный набор,Питание,0.0
559425_101hotels,Автопарковка,Парковка,0.0
559425_101hotels,Детская игровая площадка,Развлечения для детей,0.0
559425_101hotels,Сейф,Безопасность,0.0
559425_101hotels,Холодильник,Удобства в номерах,0.0
559466_101hotels,Антисептик,Профилактика covid-19,0.0
559466_101hotels,Банкетный зал,Развлекательные программы,0.0
559466_101hotels,Банные услуги,Спа и отдых,0.0
559466_101hotels,Ресторан,Питание,0.0
559466_101hotels,Бар,Питание,0.0
559466_101hotels,Услуги мангальной зоны,Инфраструктура,0.0
559466_101hotels,Услуги библиотеки,Инфраструктура,0.0
559466_101hotels,Меры против covid-19,Профилактика covid-19,0.0
559466_101hotels,Экскурсия на велосипедах,Экскурсии,0.0
559466_101hotels,Конные экскурсии,Экскурсии,0.0
559466_101hotels,Видеонаблюдение,Безопасность,0.0
559466_101hotels,Кухонные принадлежности,Удобства в номерах,0.0
559466_101hotels,Дартс,Развлечения и спорт,0.0
559466_101hotels,Датчики дыма,Безопасность,0.0
559466_101hotels,Дезинфекция,Профилактика covid-19,0.0
559466_101hotels,Детские развлечения,Развлечения для детей,0.0
559466_101hotels,Доставка еды,Питание,0.0
559466_101hotels,Доставка еды,Профилактика covid-19,0.0
559466_101hotels,Медицинские услуги,Медицинские услуги,0.0
559466_101hotels,Концертные программы,Развлекательные программы,0.0
559466_101hotels,Продажа билетов,Услуги для иностранных граждан,0.0
559466_101hotels,Камера хранения,Инфраструктура,0.0
559466_101hotels,Караоке,Развлечения и спорт,0.0
559466_101hotels,Качели,Развлечения и спорт,0.0
559466_101hotels,Прокат квадроцикла,Услуги проката,0.0
559466_101hotels,Конная экскурсия,Экскурсии,0.0
559466_101hotels,Завтрак,Питание,0.0
559466_101hotels,Стойка регистрации,Правила проживания,0.0
559466_101hotels,Кулер,Удобства в номерах,0.0
559466_101hotels,Кулинарный мастеркласс,Развлечения и спорт,0.0
559466_101hotels,,,0.0
559466_101hotels,Места для курения,Инфраструктура,0.0
559466_101hotels,Безналичная оплата,Профилактика covid-19,0.0
559466_101hotels,Настольные игры,Развлечения и спорт,0.0
559466_101hotels,Номера для некурящих,Правила проживания,0.0
559466_101hotels,Номера для некурящих,Удобства в номерах,0.0
559466_101hotels,Дискотека,Развлекательные программы,0.0
559466_101hotels,Обмен валюты,Услуги для иностранных граждан,0.0
